 
pbft,OX,10,100,133.33
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,333.33
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,300.00
pbft,OX,10,100,333.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,200.00
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
pbft,OX,10,100,233.33
